,STOP_ID_ANONY,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
5697,5698,CPW,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),21,FEMALE,BLACK,5.4,125,THN,BRO,BLK
5698,5699,CPW,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),20,FEMALE,BLACK,5.4,125,THN,BRO,BLK
5699,5700,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,50,MALE,BLACK,5.9,150,THN,BRO,BLK
5700,5701,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,36,FEMALE,BLACK,5.8,145,THN,BRO,BRO
5701,5702,MENACING,Y,Y,Y,N,N,N,(null),(null),Y,Y,(null),Y,Y,(null),(null),(null),(null),Y,26,MALE,BLACK,5.9,135,THN,BRO,BLK
5702,5703,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK,6,145,THN,BRO,BLK
5703,5704,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,65,MALE,WHITE HISPANIC,5.7,190,MED,(null),WHI
5704,5705,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,FEMALE,BLACK HISPANIC,5.3,185,HEA,BRO,ZZZ
5705,5706,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),Y,(null),Y,(null),33,MALE,BLACK HISPANIC,5.7,150,THN,BLK,BLD
5706,5707,CRIMINAL MISCHIEF,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,BLACK,5.5,155,THN,BRO,XXX
5707,5708,OTHER,N,Y,Y,Y,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),17,MALE,BLACK,5.7,200,HEA,BRO,BLK
5708,5709,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,ASIAN / PACIFIC ISLANDER,5.7,160,THN,BLK,BLK
5709,5710,PETIT LARCENY,Y,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),19,MALE,BLACK HISPANIC,6.1,180,THN,BRO,BLK
5710,5711,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,WHITE HISPANIC,5.6,170,MED,ZZZ,BLK
5711,5712,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,27,MALE,BLACK HISPANIC,5.6,170,MED,BRO,BLK
5712,5713,ASSAULT,N,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.11,175,THN,BRO,BLK
5713,5714,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,49,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BRO
5714,5715,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,39,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK
5715,5716,GRAND LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),22,MALE,BLACK HISPANIC,5.8,165,MED,BRO,BLK
5716,5717,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,54,MALE,BLACK HISPANIC,6,195,MED,BRO,BLK
5717,5718,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.7,150,THN,BRO,BLK
5718,5719,ASSAULT,N,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,38,MALE,BLACK HISPANIC,6.1,215,MED,BRO,BLK
5719,5720,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,WHITE,6.1,190,MED,ZZZ,SDY
5720,5721,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK,5.8,135,THN,BRO,BLK
5721,5722,ASSAULT,Y,Y,Y,N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,18,MALE,BLACK,5.8,180,MED,BLK,BLK
5722,5723,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,16,MALE,BLACK,5.5,130,MED,BLK,BLK
5723,5724,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,14,MALE,BLACK,5.7,140,THN,BRO,BLK
5724,5725,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,15,MALE,BLACK,5.9,250,HEA,BLK,BLK
5725,5726,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,18,MALE,BLACK HISPANIC,5.11,160,THN,BRO,BLK
5726,5727,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,18,MALE,BLACK HISPANIC,6,165,THN,BRO,BLK
5727,5728,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,16,MALE,BLACK,6,180,MED,BLK,BLK
5728,5729,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,18,MALE,BLACK,5.11,130,MED,BLK,BLK
5729,5730,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),20,MALE,BLACK,5.11,170,THN,BLK,BLK
5730,5731,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),20,MALE,WHITE HISPANIC,5.8,200,HEA,BLK,BLK
5731,5732,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),20,MALE,BLACK,5.9,180,MED,BLK,XXX
5732,5733,CPW,N,Y,Y,Y,Y,Y,(null),(null),Y,Y,(null),Y,(null),(null),(null),(null),(null),(null),20,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK
5733,5734,ROBBERY,Y,Y,N,(,(,N,Y,(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.8,140,THN,BRO,BLK
5734,5735,ROBBERY,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,BLACK,5.7,150,THN,BRO,BLK
5735,5736,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,21,MALE,BLACK HISPANIC,5.5,140,THN,BRO,BLK
5736,5737,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,37,MALE,BLACK,5.11,195,MED,BRO,BLK
5737,5738,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),14,MALE,(null),5.4,120,THN,BRO,BLK
5738,5739,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),32,FEMALE,BLACK,5.6,165,XXX,BRO,BLK
5739,5740,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,BLACK,5.6,170,XXX,BRO,BLK
5740,5741,GRAND LARCENY AUTO,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,20,MALE,BLACK,5.9,160,MED,BRO,BLK
5741,5742,CPW,Y,Y,N,N,N,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),20,MALE,BLACK,5.7,120,MED,BRO,BLK
5742,5743,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,38,MALE,BLACK,5.1,200,MED,BRO,BLK
5743,5744,GRAND LARCENY AUTO,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,32,MALE,BLACK,6.2,200,MED,BRO,BLK
5744,5745,CPW,Y,Y,Y,N,N,N,(null),(null),Y,Y,(null),Y,Y,(null),(null),(null),(null),Y,30,MALE,WHITE HISPANIC,5.7,220,MED,BRO,BLK
5745,5746,PETIT LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),21,MALE,BLACK,5.9,140,THN,BRO,BLK
5746,5747,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),16,MALE,BLACK,5.8,150,MED,ZZZ,BLK
5747,5748,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK HISPANIC,5.9,185,MED,BRO,BLK
5748,5749,CPW,Y,Y,Y,N,(,N,Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),(null),24,MALE,WHITE HISPANIC,5.6,160,THN,BRO,BRO
5749,5750,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,34,MALE,BLACK HISPANIC,5.9,165,MED,BRO,BLK
5750,5751,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,WHITE,6,140,THN,BRO,BRO
5751,5752,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,WHITE,5.11,180,THN,BRO,BRO
5752,5753,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),50,MALE,BLACK,5.1,250,HEA,BRO,BLD
5753,5754,AUTO STRIPPIG,N,Y,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,57,MALE,BLACK,5.7,165,THN,BRO,BLK
5754,5755,ROBBERY,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,16,MALE,BLACK,6,160,THN,BRO,BLK
5755,5756,CRIMINAL SALE OF MARIHUANA,Y,N,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK HISPANIC,6.1,200,MED,BLK,BLK
5756,5757,ROBBERY,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),45,MALE,BLACK HISPANIC,5.1,210,MED,BRO,GRY
5757,5758,CPW,N,Y,N,N,(,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),32,MALE,WHITE HISPANIC,5.5,145,MED,BRO,BRO
5758,5759,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,WHITE HISPANIC,6,180,THN,BRO,BRO
5759,5760,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,WHITE HISPANIC,5.11,175,MED,BRO,BLK
5760,5761,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,BLACK HISPANIC,5.1,175,MED,BRO,BRO
5761,5762,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK HISPANIC,5.4,170,MED,BRO,BRO
5762,5763,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,45,MALE,WHITE HISPANIC,5.7,175,THN,BRO,BLK
5763,5764,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),27,MALE,WHITE HISPANIC,5.8,200,MED,BRO,BRO
5764,5765,PETIT LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),40,MALE,BLACK HISPANIC,5.5,140,THN,BRO,XXX
5765,5766,ROBBERY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,WHITE HISPANIC,5.4,150,THN,BRO,BLK
5766,5767,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),24,MALE,WHITE HISPANIC,5.6,140,MED,BRO,BRO
5767,5768,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),30,MALE,BLACK HISPANIC,5.1,185,MED,BRO,BRO
5768,5769,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),22,MALE,BLACK HISPANIC,5.8,160,THN,BRO,BRO
5769,5770,ROBBERY,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,ASIAN / PACIFIC ISLANDER,6,150,THN,BRO,BLK
5770,5771,ROBBERY,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),38,MALE,WHITE HISPANIC,5.6,145,MED,BRO,BLK
5771,5772,GRAND LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),15,MALE,BLACK HISPANIC,5.6,140,THN,BRO,BLK
5772,5773,GRAND LARCENY,Y,N,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),16,MALE,BLACK,6.1,155,THN,BRO,BLK
5773,5774,GRAND LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),15,MALE,BLACK HISPANIC,5.6,140,THN,BRO,BLK
5774,5775,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,WHITE HISPANIC,5.4,140,THN,BLK,BLK
5775,5776,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,WHITE HISPANIC,5.1,150,THN,BLK,BLK
5776,5777,OTHER,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),21,MALE,WHITE HISPANIC,5.5,180,U,BLK,BLD
5777,5778,GRAND LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,MALE,WHITE HISPANIC,5.6,160,MED,BRO,BLK
5778,5779,CPW,Y,Y,Y,(,(,N,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),35,MALE,BLACK,6.1,220,U,BRO,BLK
5779,5780,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),33,MALE,BLACK HISPANIC,6,190,MED,BRO,BLK
5780,5781,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,20,MALE,WHITE HISPANIC,5.1,170,MED,BRO,BLK
5781,5782,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,17,MALE,BLACK HISPANIC,5.9,170,MED,BRO,BLK
5782,5783,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,19,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK
5783,5784,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,18,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK
5784,5785,ROBBERY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,21,MALE,WHITE HISPANIC,6.2,165,THN,BRO,BLK
5785,5786,ASSAULT,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,48,MALE,WHITE,5.1,110,MED,BLU,BRO
5786,5787,ASSAULT,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,55,MALE,WHITE,6,120,MED,BLU,BRO
5787,5788,CPW,N,N,N,N,Y,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,6.3,180,THN,BRO,BLK
5788,5789,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),16,MALE,BLACK,6.3,145,THN,BRO,BLK
5789,5790,MENACING,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,51,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BLD
5790,5791,CPW,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,25,MALE,BLACK HISPANIC,5.8,160,THN,BRO,BLK
5791,5792,PETIT LARCENY,N,N,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),22,MALE,BLACK,5.8,155,THN,BRO,BLK
5792,5793,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),63,MALE,BLACK,5.5,160,MED,BLK,BLD
5793,5794,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),37,MALE,WHITE HISPANIC,5.6,170,THN,BRO,BLK
5794,5795,CPW,N,Y,Y,N,N,Y,(null),(null),Y,Y,(null),(null),Y,(null),(null),(null),Y,Y,25,MALE,BLACK,6.1,170,THN,BRO,BLK
5795,5796,CPW,N,Y,Y,N,N,Y,(null),(null),Y,Y,(null),Y,(null),(null),(null),(null),(null),(null),17,MALE,WHITE HISPANIC,5.4,130,THN,BRO,BRO
5796,5797,CPW,Y,Y,Y,N,N,N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),16,MALE,BLACK HISPANIC,5.3,90,THN,BRO,BLK
5797,5798,CPW,Y,Y,Y,(,(,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),16,MALE,BLACK,5.9,150,THN,BRO,BLK
5798,5799,PETIT LARCENY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,WHITE,6,150,THN,BLU,BRO
5799,5800,CPW,N,Y,N,N,(,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,135,THN,BRO,BRO
5800,5801,CPW,N,Y,N,(,(,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),28,MALE,BLACK HISPANIC,6,200,HEA,BRO,BLK
5801,5802,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),51,MALE,BLACK,5.11,190,MED,BRO,BLD
5802,5803,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK HISPANIC,5.3, ,MED,BRO,BLK
5803,5804,CPW,N,N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,6,215,U,BRO,BRO
5804,5805,CPW,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,44,MALE,BLACK HISPANIC,5.1,200,HEA,BRO,BLK
5805,5806,AUTO STRIPPIG,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,20,MALE,WHITE,5.1,150,THN,BRO,BLK
5806,5807,PETIT LARCENY,N,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),38,MALE,WHITE HISPANIC,5.4,145,THN,BRO,BLK
5807,5808,PETIT LARCENY,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),33,FEMALE,BLACK HISPANIC,5.7,120,THN,BRO,BLK
5808,5809,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,47,FEMALE,BLACK,5.6,176,MED,BRO,BLK
5809,5810,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),38,MALE,BLACK,5.8,130,THN,BRO,BLK
5810,5811,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),35,MALE,BLACK HISPANIC,5.1,230,MED,BLK,BLK
5811,5812,CPW,N,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),18,MALE,BLACK,5.6,150,THN,BRO,BLK
5812,5813,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,WHITE,5.8,170,MED,BRO,BLK
5813,5814,ROBBERY,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),20,MALE,BLACK,5.1,165,THN,BRO,BLK
5814,5815,ROBBERY,N,Y,Y,(,(,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,20,MALE,BLACK,6,165,THN,BRO,BLK
5815,5816,GRAND LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,27,FEMALE,BLACK,5.4,130,THN,BRO,BRO
5816,5817,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,WHITE HISPANIC,5.8,160,THN,BLK,BLK
5817,5818,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,43,FEMALE,BLACK,5.6,170,MED,BLK,BLK
5818,5819,ASSAULT,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BLK
5819,5820,MENACING,Y,N,Y,Y,Y,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),42,MALE,WHITE HISPANIC,5.7,200,MED,GRN,BRO
5820,5821,MENACING,Y,N,Y,Y,Y,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),33,MALE,WHITE HISPANIC,5.8,180,THN,BRO,BLK
5821,5822,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),27,MALE,WHITE,5.8,190,MED,BRO,BRO
5822,5823,GRAND LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),35,MALE,WHITE HISPANIC,5.11,160,MED,BRO,BLK
5823,5824,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,16,MALE,BLACK,6,160,THN,BRO,BLK
5824,5825,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,47,MALE,WHITE,5.8,180,THN,BRO,BRO
5825,5826,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,37,MALE,BLACK,5.11,175,MED,BLK,BLK
5826,5827,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.1,150,THN,(null),BLK
5827,5828,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.9,175,MED,ZZZ,BLK
5828,5829,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6,160,THN,ZZZ,BLK
5829,5830,CPW,N,Y,Y,N,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),26,MALE,BLACK,5.9,180,MED,BRO,BLK
5830,5831,CPSP,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),Y,18,MALE,BLACK HISPANIC,5.7,150,MED,BRO,BLK
5831,5832,CPSP,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),Y,16,MALE,BLACK HISPANIC,5.11,175,MED,BRO,BLK
5832,5833,CPSP,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),Y,16,MALE,BLACK HISPANIC,5.9,180,MED,BRO,BRO
5833,5834,CPW,N,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),21,MALE,BLACK HISPANIC,5.8,150,THN,BRO,BLK
5834,5835,OTHER,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.8,180,(null),(null),(null)
5835,5836,OTHER,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.5,140,MED,(null),(null)
5836,5837,ROBBERY,Y,N,N,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,34,MALE,BLACK,5.7,150,THN,BRO,BLK
5837,5838,CRIMINAL POSSESSION OF FORGED INSTRUMENT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),26,MALE,BLACK HISPANIC,5.9,180,MED,BRO,BRO
5838,5839,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),19,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BLK
